-3.14159, -1.57080, 0.23019, 0.15086, 
-3.14159, -1.49940, 0.23043, 0.15098, 
-3.14159, -1.42800, 0.23094, 0.15131, 
-3.14159, -1.35660, 0.23175, 0.15185, 
-3.14159, -1.28520, 0.23285, 0.15260, 
-3.14159, -1.21380, 0.23418, 0.15353, 
-3.14159, -1.14240, 0.23569, 0.15463, 
-3.14159, -1.07100, 0.23731, 0.15588, 
-3.14159, -0.99960, 0.23898, 0.15724, 
-3.14159, -0.92820, 0.24063, 0.15869, 
-3.14159, -0.85680, 0.24223, 0.16020, 
-3.14159, -0.78540, 0.24373, 0.16175, 
-3.14159, -0.71400, 0.24511, 0.16329, 
-3.14159, -0.64260, 0.24640, 0.16479, 
-3.14159, -0.57120, 0.24758, 0.16624, 
-3.14159, -0.49980, 0.24862, 0.16759, 
-3.14159, -0.42840, 0.24954, 0.16882, 
-3.14159, -0.35700, 0.25032, 0.16991, 
-3.14159, -0.28560, 0.25095, 0.17084, 
-3.14159, -0.21420, 0.25144, 0.17157, 
-3.14159, -0.14280, 0.25178, 0.17211, 
-3.14159, -0.07140, 0.25198, 0.17244, 
-3.14159, -0.00000, 0.25205, 0.17255, 
-3.14159, 0.07140, 0.25198, 0.17244, 
-3.14159, 0.14280, 0.25178, 0.17211, 
-3.14159, 0.21420, 0.25144, 0.17157, 
-3.14159, 0.28560, 0.25095, 0.17084, 
-3.14159, 0.35700, 0.25032, 0.16991, 
-3.14159, 0.42840, 0.24954, 0.16882, 
-3.14159, 0.49980, 0.24862, 0.16759, 
-3.14159, 0.57120, 0.24758, 0.16624, 
-3.14159, 0.64260, 0.24640, 0.16479, 
-3.14159, 0.71400, 0.24511, 0.16329, 
-3.14159, 0.78540, 0.24373, 0.16175, 
-3.14159, 0.85680, 0.24223, 0.16020, 
-3.14159, 0.92820, 0.24063, 0.15869, 
-3.14159, 0.99960, 0.23898, 0.15724, 
-3.14159, 1.07100, 0.23731, 0.15588, 
-3.14159, 1.14240, 0.23569, 0.15463, 
-3.14159, 1.21380, 0.23418, 0.15353, 
-3.14159, 1.28520, 0.23285, 0.15260, 
-3.14159, 1.35660, 0.23175, 0.15185, 
-3.14159, 1.42800, 0.23094, 0.15131, 
-3.14159, 1.49940, 0.23043, 0.15098, 
-3.14159, 1.57080, 0.23019, 0.15086, 
-3.07100, -1.57080, 0.23019, 0.15086, 
-3.07100, -1.49940, 0.23056, 0.15110, 
-3.07100, -1.42800, 0.23121, 0.15156, 
-3.07100, -1.35660, 0.23215, 0.15223, 
-3.07100, -1.28520, 0.23338, 0.15310, 
-3.07100, -1.21380, 0.23484, 0.15416, 
-3.07100, -1.14240, 0.23647, 0.15538, 
-3.07100, -1.07100, 0.23821, 0.15675, 
-3.07100, -0.99960, 0.23999, 0.15823, 
-3.07100, -0.92820, 0.24176, 0.15979, 
-3.07100, -0.85680, 0.24346, 0.16142, 
-3.07100, -0.78540, 0.24506, 0.16307, 
-3.07100, -0.71400, 0.24653, 0.16470, 
-3.07100, -0.64260, 0.24791, 0.16630, 
-3.07100, -0.57120, 0.24916, 0.16783, 
-3.07100, -0.49980, 0.25027, 0.16926, 
-3.07100, -0.42840, 0.25125, 0.17056, 
-3.07100, -0.35700, 0.25208, 0.17171, 
-3.07100, -0.28560, 0.25275, 0.17268, 
-3.07100, -0.21420, 0.25327, 0.17345, 
-3.07100, -0.14280, 0.25364, 0.17402, 
-3.07100, -0.07140, 0.25385, 0.17436, 
-3.07100, -0.00000, 0.25391, 0.17448, 
-3.07100, 0.07140, 0.25385, 0.17436, 
-3.07100, 0.14280, 0.25364, 0.17402, 
-3.07100, 0.21420, 0.25327, 0.17345, 
-3.07100, 0.28560, 0.25275, 0.17268, 
-3.07100, 0.35700, 0.25208, 0.17171, 
-3.07100, 0.42840, 0.25125, 0.17056, 
-3.07100, 0.49980, 0.25027, 0.16926, 
-3.07100, 0.57120, 0.24916, 0.16783, 
-3.07100, 0.64260, 0.24791, 0.16630, 
-3.07100, 0.71400, 0.24653, 0.16470, 
-3.07100, 0.78540, 0.24506, 0.16307, 
-3.07100, 0.85680, 0.24346, 0.16142, 
